chapter,title,verse_num,text,topic,prob
7,ANCIENT DEVOTION.,66,"And after saluting the feet of the Leader they prayed: Reveal the law and refresh us as well as this world with thy good word, O Lion amongst kings.",2,0.9364620447158813
7,ANCIENT DEVOTION.,67,"After a long time thou art seen (again) in the ten points of this world; thou appearest, great Leader, while the aerial cars of the Brahma-angels are stirring to reveal a token to living beings.",1,0.9544522762298584
7,ANCIENT DEVOTION.,68,"In the eastern quarter fifty thousand kotis of fields have been shaken, and the lofty angelic cars in them have become excessively brilliant.",3,0.9325937032699585
7,ANCIENT DEVOTION.,69,"The Brahma-angels on perceiving this foretoken went and approached the Chief of the Leaders of the world, and, covering him with flowers, presented all of them their cars to him.",3,0.7488770484924316
7,ANCIENT DEVOTION.,70,"They prayed him to move forward the wheel of the law, and celebrated him with stanzas and songs. But the king of kings was silent, (for he thought): The time has not yet arrived for me to proclaim the law.",1,0.5165990591049194
7,ANCIENT DEVOTION.,71,"Likewise in the south, west, north, the nadir, zenith, and in the intermediate points of the compass there were thousands of kotis of Brahma-angels.",4,0.9412499070167542
7,ANCIENT DEVOTION.,72,"Unremittingly covering the Lord (with flowers) they saluted the feet of the Leader, presented all their aerial cars, celebrated him, and again prayed:",3,0.9371436834335327
7,ANCIENT DEVOTION.,73,"Move forward the wheel, O thou whose sight is infinite! Rarely art thou met in (the course of) many kotis ofÆons. Display the benevolence thou hast observed in so many former generations; open the gate of immortality.",3,0.9520896077156067
7,ANCIENT DEVOTION.,74,"On hearing their prayer, he whose sight is infinite exposed the multifarious law and the four Truths, extensively. All existences (said he) spring successively from their antecedents.",1,0.945849597
7,ANCIENT DEVOTION.,75,"Starting from Ignorance, the Seer proceeded to speak of death, endless woe; all those evils spring from birth. Know likewise that death is the lot of mankind.",3,0.9517860412597656
7,ANCIENT DEVOTION.,76,"No sooner had he expounded the multifarious, different, endless laws, than eighty myriads of kotis of creatures who had heard them quickly attained the stage of disciples.",3,0.9484147429466248
7,ANCIENT DEVOTION.,77,"On a second occasion the Gina expounded many laws, and beings like the sands of the Ganges became instantly purified and disciples.",3,0.9374426007270813
7,ANCIENT DEVOTION.,78,"From that moment the assembly of that Leader of the world was innumerable; no man would be able to reach the term (of its number), even were he to go on counting for myriads of kotis of Æons.",1,0.945504367
7,ANCIENT DEVOTION.,79,"Those sixteen princes also, his own dear sons, who had become mendicants and novices, said to the Gina: 'Expound, O Chief, the superior law;",3,0.9371721148490906
7,ANCIENT DEVOTION.,80,"'That we may become sages, knowers of the world, such as thyself art, O supreme of all Ginas, and that all these beings may become such as thyself art, O hero, O clear-sighted one.'",3,0.9322751760482788
7,ANCIENT DEVOTION.,81,"And the Gina, considering the wish of his sons, the young princes, explained the highest superior enlightenment by means of many myriads of kotis of illustrations.",3,0.9450745582580566
7,ANCIENT DEVOTION.,82,"Demonstrating with thousands of arguments and elucidating the knowledge of transcendent wisdom, the Lord of the world indicated the veritable course (of duty) such as was followed by the wise Bodhisattvas.",4,0.7689417600631714
7,ANCIENT DEVOTION.,83,"This very Sûtra of orreat extension, this good Lotus of the True Law, was by the Lord delivered in many thousands of stanzas, so numerous as to equal the sands of the Ganges.",3,0.375497043
7,ANCIENT DEVOTION.,84,"After delivering this Sûtra, the Gina entered the monastery for the purpose of becoming absorbed in meditation; during eighty-four complete Æons the Lord of the world continued meditating, sitting on the same seat.",2,0.6538740992546082
7,ANCIENT DEVOTION.,85,"Those novices, perceiving that the Chief remained in the monastery without coming out of it, imparted to many kotis of creatures that Buddha-knowledge, which is free from imperfections and blissful.",0,0.9450371265411377
7,ANCIENT DEVOTION.,86,"On the seats which they had made to be prepared, one for each, they expounded this very Sûtra under the mastership of the Sugata of that period. A service of the same kind they render to me.",3,0.9255825877189636
7,ANCIENT DEVOTION.,87,Innumerable as the sands of sixty thousand (rivers like the) Ganges were the beings then taught; each of the sons of the Sugata converted (or trained) endless beings.,3,0.9459218978881836
7,ANCIENT DEVOTION.,88,After the Gina's complete Nirvâna they commenced a wandering life and saw kotis of Buddhas; along with those pupils they rendered homage to the most exalted amongst men.,3,0.9454336762428284
7,ANCIENT DEVOTION.,89,"Having observed the extensive and sublime course of duty and reached enlightenment in the ten points of space, those sixteen sons of the Gina became themselves Ginas, two by two, in each point of the horizon.",3,0.7240490317344666
7,ANCIENT DEVOTION.,90,"And all those who had been their pupils became disciples of those Ginas, and gradually obtained possession of enlightenment by various means.",4,0.7072814106941223
7,ANCIENT DEVOTION.,91,"I myself was one of their number, and you have all been taught by me. Therefore you are my disciples now also, and I lead you all to enlightenment by (my) devices.",1,0.7993180155754089
7,ANCIENT DEVOTION.,92,"This is the cause dating from old, this is the motive of my expounding the law, that I lead you to superior enlightenment. This being the case, monks, you need not be afraid.",4,0.727439284
7,ANCIENT DEVOTION.,93,"It is as if there were a forest dreadful, terrific, barren, without a place of refuge or shelter, replete with wild beasts, deprived of water, frightful for persons of no experience.",4,0.9494683146476746
7,ANCIENT DEVOTION.,94,"(Suppose further that) many thousand men have come to the forest, that waste track of wilderness which is fully five hundred yoganas in extent.",3,0.932119608
7,ANCIENT DEVOTION.,95,"And he who is to act as their guide through that rough and horrible forest is a rich man, thoughtful, intelligent, wise, well instructed, and undaunted.",2,0.9374350309371948
7,ANCIENT DEVOTION.,96,"And those beings, numbering many kotis, feel tired, and say to the guide: 'We are tired, Master; we are not able to go on; we should like now to return.'",1,0.9323849081993103
7,ANCIENT DEVOTION.,97,"But he, the dexterous and clever guide, is searching in his mind for some apt device. Alas! he thinks, by going back these foolish men will be deprived of the possession of the jewels.",2,0.9492076635360718
7,ANCIENT DEVOTION.,98,Therefore let me by dint of magic power now produce a great city adorned with thousands of kotis of buildings and embellished by monasteries and parks.,2,0.9453033804893494
7,ANCIENT DEVOTION.,99,"Let me produce ponds and canals; (a city) adorned with gardens and flowers, provided with walls and gates, and inhabited by an infinite number of men and women.",0,0.9519236087799072
7,ANCIENT DEVOTION.,100,"After creating that city he speaks to them in this manner: 'Do not fear, and be cheerful; you have reached a most excellent city; enter it and do your business, speedily.",0,0.9378362894058228
7,ANCIENT DEVOTION.,101,"'Be joyful and at ease; you have reached the limit of the whole forest.' It is to give them a time for repose that he speaks these words, and, in fact, they recover from their weariness.",3,0.9372602701187134
7,ANCIENT DEVOTION.,102,"As he perceives that they have sufficiently reposed, he collects them and addresses them again: 'Come, hear what I have to tell you: this city have I produced by magic'.",2,0.5787147283554077
7,ANCIENT DEVOTION.,103,"'On seeing you fatigued, I have, lest you should go back, made use of this device; now strain your energy to reach the Isle.'",1,0.9185806512832642
7,ANCIENT DEVOTION.,104,"In the same manner, monks, I am the guide, the conductor of thousands of kotis of living beings; in the same manner I see creatures toiling and unable to break the shell of the egg of evils'.",3,0.951978326
7,ANCIENT DEVOTION.,105,"Then I reflect on this matter: These beings have enjoyed repose, have been tranquillised; now I will remind them of the misery of all things (and I say): 'At the stage of Arhat you shall reach your aim.'",1,0.941894531
7,ANCIENT DEVOTION.,106,"At that time, when you shall have attained that state, and when I see all of you have become Arhats, then will I call you all together and explain to you how the law really is.",0,0.8829939961433411
7,ANCIENT DEVOTION.,107,"It is an artifice of the Leaders, when they, the great Seers, show three vehicles, for there is but one vehicle, no second; it is only to help (creatures) that two vehicles are spoken of.",3,0.9319013357162476
7,ANCIENT DEVOTION.,108,"Therefore I now tell you, monks: Rouse to the utmost your lofty energy for the sake of the knowledge of the all-knowing; as yet, you have not come so far as to possess complete Nirvâna.",4,0.945140004
7,ANCIENT DEVOTION.,109,"But when you shall have attained the knowledge of the all-knowing and the ten powers proper to Ginas, you shall become Buddhas marked by the thirty-two characteristic signs and have rest for ever.",0,0.9367181658744812
7,ANCIENT DEVOTION.,110,"Such is the teaching of the Leaders: in order to give quiet they speak of repose, (but) when they see that (the creatures) have had a repose, they, knowing this to be no final resting-place, initiate them in the knowledge of the all-knowing.",0,0.5433313250541687
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,1,"Listen to me, monks, and hear how my son has achieved his course of duty, and how he, welltrained and skilful, has observed the course of enlightenment.",2,0.9370774626731873
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,2,"Viewing these beings to be lowly-disposed and to be startled at the lofty vehicle, the Bodhisattvas become disciples and exercise Pratyekabuddhaship.",3,0.9321821331977844
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,3,"By many hundreds of able devices they bring numerous Bodhisattvas to full ripeness and declare: We are but disciples, indeed, and we are far away from the highest and supreme enlightenment.",1,0.9453467130661011
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,4,"It is by learning from them this course (of duty) that kotis of beings arrive at full ripeness, who (at first), lowly-disposed and somewhat lazy, in course of time all become Buddhas.",3,0.945805013
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,5,"They follow a course in ignorance (thinking): We, disciples, are of little use, indeed! In despondency they descend into all places of existence (successively), and (so) clear their own field.",1,0.9450148940086365
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,6,"They show in their own persons that they are not free from affection, hatred, and infatuation; and on perceiving (other) beings clinging to (heretical) views, they go so far as to accommodate themselves to those views.",3,0.9413763880729675
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,7,"By following such a course my numerous disciples skilfully save creatures; simple people would go mad, if they were taught the whole course of life (or story).",4,0.9452080130577087
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,8,"Pûrna here, monks, my disciple, has formerly fulfilled his course (of duty) under thousands of kotis of Buddhas, he has got possession of this true law by seeking after Buddha-knowledge.",4,0.7745202779769897
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,9,"And at all periods has he been the foremost of the disciples, learned, a brilliant orator, free from hesitation; he has, indeed, always been able to excite to gladness and at all times ready to perform the Buddha-task.",1,0.952229917
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,10,"He has always been accomplished in the sublime transcendent faculties and endowed with the distinctive qualifications of an Arhat; he knew the faculties and range of (other) beings, and has always preached the perfectly pure law.",3,0.9521065950393677
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,11,"By exposing the most eminent of true laws he has brought thousands of kotis of beings to full ripeness for this supreme, foremost vehicle, whilst purifying his own excellent field.",1,0.952050507
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,12,"In future also he shall likewise honour thousands of kotis of Buddhas, acquire knowledge of the most eminent of good laws, and clean his own field.",3,0.9412679076194763
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,13,"Always free from timidity he shall preach the law with thousands of kotis of able devices, and bring many beings to full ripeness for the knowledge of the all-knowing that is free from imperfections.",1,0.9489029049873352
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,14,"After having paid homage to the Chiefs of men and always kept the most eminent of laws, he shall in the world be a Buddha self-born, widely renowned everywhere by the name of Dharmaprabhâsa.",3,0.9490291476249695
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,15,"And his field shall always be very pure and always set off with seven precious substances; his Æon shall be (called) Ratnâvabhâsa, and his world Suvisuddha.",2,0.9313624501228333
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,16,"That world shall be pervaded with many thousand kotis of Bodhisattvas, accomplished masters in the great transcendent sciences, pure in every respect, and endowed with magical power.",3,0.9491297602653503
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,17,"At that period the Chief shall also have an assemblage of thousands of kotis of disciples, endowed with magical power, adepts at the meditation of the (eight) emancipations, and accomplished in the (four) distinctive qualifications of an Arhat.",3,0.7170721888542175
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,18,"And all beings in that Buddha-field shall be pure and lead a spiritual life. Springing into existence by apparitional birth, they shall all be goldcoloured and display the thirty-two characteristic signs.",0,0.951801062
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,19,"They shall know no other food but pleasure in the law and delight in knowledge. No womankind shall be there, nor fear of the places of punishments or of dismal states.",2,0.9372319579124451
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,20,"Such shall be the excellent field of Pûrna, who is possessed of all good qualities; it shall abound with all goodly things, a small part (only) of which has here been mentioned.",4,0.9318171739578247
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,21,"The scion of the Kundina family, my disciple here, shall in future be a Tathâgata, a Lord of the world, after the lapse of an endless period; he shall educate hundreds of kotis of living beings.",3,0.951627254
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,22,"After seeing many endless Buddhas, he shall in future, after the lapse of an endless period, become the Gina Samantaprabhâsa, whose field shall be thoroughly pure.",2,0.9371817111968994
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,23,"Brilliant, gifted with the powers of a Buddha, with a voice far resounding in all quarters, waited upon by thousands of kotis of beinas, he shall preach supreme and eminent enlightenment.",3,0.8784089684486389
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,24,"There shall be most zealous Bodhisattvas, mounted on lofty aereal cars, and moving, meditative, pure in morals, and assiduous in doing good.",3,0.9373096823692322
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,25,"After hearing the law from the highest of men, they shall invariably go to other fields, to salute thousands of Buddhas and show them great honour.",2,0.8436631560325623
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,26,"But ere long they shall return to the field of the Leader called Prabhâsa, the Tathâgata. So great shall be the power of their course (of duty).",1,0.9371188282966614
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,27,"The measure of the lifetime of that Sugata shall be sixty thousand Æons, and, after the complete extinction of that mighty one, his true law shall remain twice as long in the world.",4,0.6654970049858093
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,28,"And the counterfeit of it shall continue three times as long. When the true law of that holy one shall he exhausted, men and gods shall be vexed.",0,0.48137539625167847
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,29,"There shall appear a complete number of five hundred Chiefs, supreme amongst men, who shall bear the same name with that Gina, Samantaprabha, and follow one another in regular succession.",3,0.9369869232177734
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,30,"All shall have like divisions, magical powers, Buddha-fields, and hosts (of followers). Their true law also shall be the same and stand equally long.",1,0.94173187
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,31,"All shall have in this world, including the gods, the same voice as Samantaprabha'sa, the highest of men, such as I have mentioned before.",0,0.6222549080848694
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,32,"Moved by benevolence and compassion they shall in succession foretell each other's destiny, with the words: This is to be my immediate successor, and he is to command the world as I do at present.",0,0.9366596937179565
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,33,"Thus, Kâsyapa, keep now in view I here these self-controlled (Arhats), no less than five hundred (in number), as well as my other disciples, and speak of this matter to the other disciples.",2,0.8523958921432495
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,34,"We are rejoicing and delighted to hear this unsurpassed word of comfort that we are destined to the highest, supreme enlightenment. Homage be to thee, O Lord of unlimited sight!",3,0.5309730768203735
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,35,"We confess our fault before thee; we were so childish, nescient, ignorant that we were fully contented with a small part of Nirvâna, under the mastership of the Sugata.",1,0.9318080544471741
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,36,"This is a case like that of a certain man who enters the house of a friend, which friend, being rich and wealthy, gives him much food, both hard and soft.",0,0.9451451897621155
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,37,"After satiating him with nourishment, he gives him a jewel of great value. He ties it with a knot within the upper robe and feels satisfaction at having given that jewel.",2,0.9491271376609802
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,38,"The other man, unaware of it, goes forth and from that place travels to another town. There he is befallen with misfortune and, as a miserable beggar, seeks his food in affliction.",4,0.9459505081176758
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,39,"He is contented with the pittance he gets by begging without caring for dainty food; as to that jewel, he has forgotten it; he has not the slightest remembrance of its having been tied in his upper robe.",2,0.9492679238319397
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,40,Under these circumstances he is seen by his old friend who at home gave him that jewel. This friend properly reprimands him and shows him the jewel within his robe.,1,0.942055881
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,41,"At this sight the man feels extremely happy. The value of the jewel is such that he becomes a very rich man, of great power, and in possession of all that the five senses can enjoy.",2,0.9456387162208557
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,42,"In the same manner, O Lord, we were unaware of our former aspiration, (the aspiration) laid in us by the Tathâgata himself in previous existences from time immemorial.",1,0.9318855404853821
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,43,"And we were living in this world, O Lord, with dull understanding and in ignorance, under the mastership of the Sugata; for we were contented with a little of Nirvâna; we required nothing higher, nor even cared for it.",3,0.9458221793174744
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,44,"But the Friend of the world has taught us better: 'This is no blessed Rest at all; the full knowledge of the highest men, that is blessed Rest, that is supreme beatitude.'",2,0.9416127800941467
8,ANNOUNCEMENT OF THE FUTURE DESTINY OF THE FIVE HUNDRED MONKS.,45,"After hearing this sublime, grand, splendid, and matchless prediction, O Lord, we are greatly elated with joy, when thinking of the prediction (we shall have to make to each other) in regular succession.",3,0.9459788203239441
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",1,"I announce to you, congregated monks, that Ânanda-Bhadra, the keeper of my law, shall in future become a Gina, after having worshipped sixty kotis of Sugatas.",3,0.9408843517303467
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",2,"He shall be widely renowned by the name of Sâgarabuddhidhârin Abhigñaprâpta [These names may be translated by 'possessor of an intellect (unfathomable) as the ocean, having arrived at transcendant wisdom.'], in a beautiful, thoroughly clear field, (termed) Anavanatâ Vaigayantî (i. e. triumphal banner unlowered).",3,0.6249445676803589
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",3,"There shall be Bodhisattvas like the sands of the Ganges and even more, whom he shall bring to full ripeness; he shall be a Gina endowed with great (magical) power, whose word shall widely resound in all quarters of the world.",3,0.9522621631622314
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",4,"The duration of his life shall be immense. He shall always be benign and merciful to the world. After the complete extinction of that Gina and mighty saint [Tâyin], his true law shall stand twice as long.",0,0.9540645480155945
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",5,The counterfeit (shall continue) twice as long under the rule of that Gina. Then also shall beings like grains of sand of the Ganges produce in this world what is the cause of Buddha-enlightenment.,1,0.6456732153892517
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",6,"Wonderful, boundless are the Ginas who remind us of the law preached by the extinct Ginas and mighty saints. Now I remember it as if it had happened to-day or yesterday.",2,0.9456598162651062
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",7,"1 am freed from all doubts; I am ready for enlightenment. Such is my skilfulness, (as) I am the servitor, and keep the true law for the sake of enlightenment.",1,0.9259093999862671
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",8,"Râhula here, my own eldest son, who was born to me when I was a prince royal, he, my son, after my reaching enlightenment, is a great Seer, an heir to the law.",1,0.9415547251701355
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",9,"The great number of kotis of Buddhas which he shall see in future, is immense. To all these Ginas he shall be a son, striving after enlightenment.",3,0.9254242181777954
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",10,"Unknown is this course (of duty) to Râhula, but I know his (former) vow. He glorifies the Friend of the world (by saying): I am, forsooth, the Tathâgata's son.",1,0.9419272541999817
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",11,"Innumerable myriads of kotis of good qualities, the measure of which is never to be found, appertain to this Râhula, my son; for it has been said: He exists by reason of enlightenment.",3,0.9412647485733032
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",12,"These two thousand disciples, Ânanda, who here are standing before me, to them, the sages, I now predict that in future they shall become Tathâgatas,",1,0.909282386
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",13,"After having paid eminent worship to the Buddhas, by means of infinite comparisons and examples, they shall, when standing in their last bodily existence, reach my extreme enlightenment.",0,0.5101258754730225
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",14,"They shall all, under the same name, in every direction, at the same moment and instant, and sitting at the foot of the most exalted tree, become Buddhas, after they shall have reached the knowledge.",0,0.9258301854133606
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",15,"All shall bear the same name of Ketus of the Ratna, by which they shall be widely famed in this world. Their excellent fields shall be equal, and equal the congregation of disciples and Bodhisattvas.",2,0.9417009949684143
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",16,"Strong in magic power, they shall all simultaneously, in every direction of space, reveal the law in this world and all at once become extinct; their true law shall last equally long.",2,0.945617676
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",17,"We are satisfied, O Light of the world, to hear this prediction; we are pleased, O Tathâgata, as if sprinkled with nectar.",1,0.9185969829559326
9,"ANNOUNCEMENT OF THE FUTURE DESTINY OF ÂNANDA, RAHULA, AND THE TWO THOUSAND MONKS.",18,"We have no doubt, no uncertainty that we shall become supreme amongst men; to-day we have obtained felicity, because we have heard that prediction.",3,0.9177269339561462
10,THE PREACHER.,1,He who wishes to be established in Buddhahood and aspires to the knowledge of the Self-born must honour those who keep this doctrine.,4,0.9174289107322693
10,THE PREACHER.,2,"And he who is desirous of omniscience and thinks: How shall I soonest reach it? must try to know this Sûtra by heart, or at least honour one who knows it.",2,0.9315507411956787
10,THE PREACHER.,3,"He has been sent by the Lord of the world to convert (or catechise) men, he who out of compassion for mankind recites this Sûtra.",3,0.9260470867156982
10,THE PREACHER.,4,"After giving up a good position, that great man has come hither, he who out of compassion for mankind keeps this Sûtra (in memory).",2,0.9369115233421326
10,THE PREACHER.,5,"It is by force of his position, that in the last times he is seen preaching this unsurpassed Sûtra.",2,0.89838177
10,THE PREACHER.,6,That preacher of the law must be honoured with divine and human flowers and all sorts of perfumes; be decked with divine cloth and strewed with jewels.,4,0.9416695237159729
10,THE PREACHER.,7,"One should always reverentially salute him with joined hands, as if he were the Chief of Ginas or the Self-born, he who in these most dreadful, last days keeps this Sûtra of the Extinct (Buddha).",0,0.9455511569976807
10,THE PREACHER.,8,"One should give food, hard and soft, nourishment and drink, lodging in a convent, kotis of robes to honour the son of Gina, when he has propounded, be it but once, this Sûtra.",3,0.9454061388969421
10,THE PREACHER.,9,"He performs the task of the Tathâgatas and has been sent by me to the world of men, he who in the last days shall copy, keep, or hear this Sûtra.",1,0.9256160259246826
10,THE PREACHER.,10,"The man who in wickedness of heart or with frowning brow should at any time of a whole Æon utter something injurious in my presence, commits a great sin.",2,0.941740096
10,THE PREACHER.,11,"But one who reviles and abuses those guardians of this Sûtrânta, when they are expounding this Sûtra, I say that he commits a still greater sin.",3,0.91861546
10,THE PREACHER.,12,"The man who, striving for superior enlightenment, shall in a complete Æon praise me in my face with joined hands, with many myriads of kotis of stanzas,",0,0.9414379000663757
10,THE PREACHER.,13,"Shall thence derive a great merit, since he has glorified me in gladness of heart. But a still greater merit shall he acquire who pronounces the praise of those (preachers).",2,0.9368151426315308
10,THE PREACHER.,14,"One who shall during eighteen thousand kotis of Æons pay worship to those objects of veneration, with words, visible things, flavours, with divine scents and divine kinds of touch,",0,0.8200993537902832
10,THE PREACHER.,15,"If such a one, by his paying that worship to the objects of veneration during eighteen thousand kotis of Æons, happens to hear this Sûtra, were it only once, he shall obtain an amazingly great advantage.",1,0.9489536285400391
10,THE PREACHER.,16,"Let one listen to this exalted Sûtra, avoiding all distractedness; for rare is the occasion (given) for hearing it, and rare also the belief in it.",3,0.9371841549873352
10,THE PREACHER.,17,"It is a case similar to that of a certain man who in want of water goes to dig a well in an arid tract of land, and sees how again and again only dry sand is being dug up.",3,0.9490993618965149
10,THE PREACHER.,18,On seeing which he thinks: the water is far off; a token of its being far off is the dry white sand which appears in digging.,0,0.9323488473892212
10,THE PREACHER.,19,"But when he (afterwards) sees again and again the sand moist and smooth, he gets the conviction that water cannot be very far off.",0,0.9097367525100708
10,THE PREACHER.,20,"So, too, are those men far from Buddha-knowledge who have not heard this Sûtra and have failed to repeatedly meditate on it.",0,0.9178814888000488
10,THE PREACHER.,21,"But those who have heard and oft meditated on this profound king amongst Sûtras, this authoritative book for disciples,",4,0.9184799194335938
10,THE PREACHER.,22,"Are wise and near Buddha-knowledge, even as from the moisture of sand may be inferred that water is near.",1,0.9180242419242859
10,THE PREACHER.,23,"After entering the abode of the Gina, putting on his robe and sitting down on my seat, the preacher should, undaunted, expound this Sûtra.",3,0.9306025505065918
10,THE PREACHER.,24,The strength of charity (or kindness) is my abode; the apparel of forbearence is my robe; and voidness (or complete abstraction) is my seat; let (the preacher) take his stand on this and preach.,3,0.9491289854049683
10,THE PREACHER.,25,"Where clods, sticks, pikes, or abusive words and threats fall to the lot of the preacher, let him be patient, thinking of me.",2,0.9376195669174194
10,THE PREACHER.,26,My body has existed entire in thousands of kotis of regions; during a number of kotis of.Æons beyond comprehension I teach the law to creatures.,0,0.9418045878410339
10,THE PREACHER.,27,To that courageous man who shall proclaim this Sûtra after my complete extinction I will also send many creations.,1,0.9093777537345886
10,THE PREACHER.,28,"Monks, nuns, lay devotees, male and female, will honour him as well as the classes of the audience.",4,0.9192414879798889
